A1,15.2142618
A10,21.1638768
A11,17.89956478
A13,18.53766321
A14,19.05724807
A15,18.10445263
A16,18.22179444
A18,16.66195179
A3,15.83796451
A4,15.45982591
A5,14.30841982
A6,14.61750921
A8,22.92383663
A9,20.40391697
B1,15.01548376
B11,17.62571142
B12,17.74857717
B13,16.48175427
B14,15.48033144
B16,15.18505189
B17,14.70220957
B18,15.77644794
B2,14.83068296
B3,16.31545028
B4,14.92057248
B6,14.59357215
B7,14.70438567
B8,21.79511215
B9,18.74489454
C1,15.8675929
C10,17.98342819
C11,17.55657851
C12,17.17392032
C14,13.74933043
C15,13.35855373
C16,18.09574824
C17,17.70488785
C2,17.20957482
C4,14.29243388
C5,12.73577168
C6,13.24029126
C7,15.41722464
C9,19.058922
D10,10.62713425
D12,15.33880147
D13,14.06888182
D14,13.15416806
D15,13.24857717
D17,12.92115835
D18,16.07850686
D2,14.0799297
D3,12.81067961
D4,16.08846669
D5,14.2017074
D7,10.7815534
D8,15.46258788
D9,13.90115501
E1,14.22731838
E10,13.2458152
E11,22.54301975
E12,17.93404754
E13,23.70421828
E15,12.61432876
E16,14.56461332
E17,13.14353867
E18,14.85118848
E2,13.94400737
E3,12.97547707
E5,10.13734516
E6,10.94342149
E7,14.11784399
E9,13.9537998
F1,12.90852025
F13,15.34064279
F14,13.90935721
F15,11.50887178
F16,10.5440241
F18,13.15701373
F3,12.80540676
F4,11.3088383
F5,4.219785738
F6,11.73978909
G1,11.65232675
G13,11.81042852
G14,12.59373954
G16,9.337462337
G17,10.38927017
G18,14.12705055
G2,10.60068631
G3,12.8297623
G4,12.66220288
G6,13.89822564
H1,11.93747908
H14,11.3739538
H15,13.33771342
H16,11.17977904
H17,10.27217944
H2,11.38960495
H4,9.452376967
H5,11.81804486
H6,10.44074322
J10,17.03883495
J13,15.63910278
J14,15.55113827
J15,12.27192836
J17,12.79377302
J18,12.80800134
J2,9.385252762
J3,8.284315367
J4,9.626632072
J5,8.64328758
J9,16.99112822
K1,9.434717107
K10,16.87763642
K13,15.25083696
K15,12.75510546
K16,5.722296619
K17,12.51774356
K18,14.17283227
K2,9.795446937
K3,10.6890693
K5,8.825661199
K6,5.159859391
K9,18.04653498
L1,13.53615668
L10,20.16739203
L13,12.59290258
L14,13.1870606
L15,12.9223301
L16,12.60445263
L18,13.09591563
L3,10.57013726
L4,10.87487446
L5,8.575159022
L6,10.68998996
L9,21.0545698
M1,12.24815869
M13,13.53105122
M14,12.90835286
M16,10.36658855
M17,10.58218949
M18,13.64052561
M2,12.14897891
M3,11.3803147
M4,8.199866086
M6,12.04427519
N1,12.38165383
N14,15.29377302
N15,9.782641446
N16,10.83528624
N17,12.10554068
N2,14.21802812
N4,10.06369267
N5,12.12453967
N6,11.29586542
P10,8.934549715
P11,5.371359223
P12,12.94383997
P13,14.40366589
P14,15.20237697
P15,12.46124874
P17,13.99196518
P18,12.67299967
P2,12.38634081
P3,11.29988283
P4,11.61483093
P5,12.28305993
P7,15.72288249
P8,13.01012722
P9,12.38901908
R1,11.97380315
R10,16.11491463
R11,13.731001
R12,18.11851356
R13,17.32658185
R15,12.20128892
R16,13.02443924
R17,14.76715768
R18,15.49129561
R2,11.84784064
R3,15.31360897
R5,13.6282223
R6,15.20840308
R7,16.66680616
R8,14.13985604
T1,12.21267158
T10,19.70890526
T11,16.98861734
T13,16.34943087
T14,15.48083361
T15,15.91956813
T16,12.09399063
T18,15.56913291
T3,15.49213257
T4,15.44224975
T5,16.28063274
T6,16.02962839
T8,15.51648812
T9,19.26699029
U1,17.20120522
U11,17.65533981
U12,19.90291262
U13,15.770924
U14,15.60813525
U16,16.0819384
U17,16.04075996
U18,15.02594576
U2,18.13558755
U3,18.68212253
U4,19.4663542
U6,17.23568798
U7,16.64655172
U8,13.00677938
U9,18.24405758
V1,18.28640777
V10,20.0231001
V11,18.36391028
V12,18.59290258
V14,15.89445932
V15,15.49322062
V16,14.80523937
V17,15.50929026
V2,18.25359893
V4,19.71175092
V5,17.77017074
V6,16.70061935
V7,17.6995313
V9,18.09122866
